Date,Description,Amount,Transaction Type,Category,Account Number
08/01/2019,Amazon,13.09,debit,Shopping,95028-6611199
08/02/2019,Mortgage Payment,1100,debit,Mortgage & Rent,95028-5949457
08/02/2019,Biweekly Paycheck,2250,credit,Paycheck,95028-5949457
08/02/2019,Mortgage Payment,1100,debit,Mortgage & Rent,95028-5949457
08/02/2019,Biweekly Paycheck,2250,credit,Paycheck,95028-5949457
08/03/2019,BP,36.36,debit,Gas & Fuel,95028-6611199
08/03/2019,Grocery Store,3.96,debit,Groceries,95028-6611199
08/03/2019,American Tavern,23.47,debit,Restaurants,95028-6611199
08/03/2019,BP,36.36,debit,Gas & Fuel,95028-6611199
08/03/2019,Grocery Store,3.96,debit,Groceries,95028-6611199
08/03/2019,American Tavern,23.47,debit,Restaurants,95028-6611199
08/03/2019,BP,36.36,debit,Gas & Fuel,95028-6611199
08/03/2019,Grocery Store,3.96,debit,Groceries,95028-6611199
08/03/2019,American Tavern,23.47,debit,Restaurants,95028-6611199
08/04/2019,Netflix,13.9,debit,Television,95028-6611199
08/05/2019,Brewing Company,18,debit,Alcohol & Bars,95028-1307804
08/05/2019,Credit Card Payment,117.65,credit,Credit Card Payment,95028-1307804
08/05/2019,Brewing Company,18,debit,Alcohol & Bars,95028-1307804
08/05/2019,Credit Card Payment,117.65,credit,Credit Card Payment,95028-1307804
08/06/2019,Credit Card Payment,117.65,debit,Credit Card Payment,95028-5949457
08/06/2019,Hardware Store,125,debit,Home Improvement,95028-5949457
08/06/2019,Credit Card Payment,117.65,debit,Credit Card Payment,95028-5949457
08/06/2019,Hardware Store,125,debit,Home Improvement,95028-5949457
08/08/2019,Grocery Store,11.72,debit,Groceries,95028-1307804
08/09/2019,Spotify,10.69,debit,Music,95028-6611199
08/09/2019,Gas Company,30,debit,Utilities,95028-5949457
08/09/2019,Spotify,10.69,debit,Music,95028-6611199
08/09/2019,Gas Company,30,debit,Utilities,95028-5949457
08/12/2019,Phone Company,65,debit,Mobile Phone,95028-5949457
08/12/2019,Thai Restaurant,26.67,debit,Restaurants,95028-1307804
08/12/2019,Phone Company,65,debit,Mobile Phone,95028-5949457
08/12/2019,Thai Restaurant,26.67,debit,Restaurants,95028-1307804
08/14/2019,Starbucks,2.75,debit,Coffee Shops,95028-6611199
08/15/2019,Power Company,60,debit,Utilities,95028-5949457
08/16/2019,Biweekly Paycheck,2250,credit,Paycheck,95028-5949457
08/16/2019,City Water Charges,35,debit,Utilities,95028-5949457
08/16/2019,Biweekly Paycheck,2250,credit,Paycheck,95028-5949457
08/16/2019,City Water Charges,35,debit,Utilities,95028-5949457
08/17/2019,Grocery Store,33.15,debit,Groceries,95028-6611199
08/17/2019,Barbershop,19,debit,Haircut,95028-6611199
08/17/2019,American Tavern,3.5,debit,Restaurants,95028-6611199
08/17/2019,Grocery Store,33.15,debit,Groceries,95028-6611199
08/17/2019,Barbershop,19,debit,Haircut,95028-6611199
08/17/2019,American Tavern,3.5,debit,Restaurants,95028-6611199
08/17/2019,Grocery Store,33.15,debit,Groceries,95028-6611199
08/17/2019,Barbershop,19,debit,Haircut,95028-6611199
08/17/2019,American Tavern,3.5,debit,Restaurants,95028-6611199
08/20/2019,State Farm,75,debit,Auto Insurance,95028-5949457
08/20/2019,Starbucks,2.75,debit,Coffee Shops,95028-6611199
08/20/2019,State Farm,75,debit,Auto Insurance,95028-5949457
08/20/2019,Starbucks,2.75,debit,Coffee Shops,95028-6611199
08/21/2019,Shell,34.69,debit,Gas & Fuel,95028-6611199
08/23/2019,Starbucks,2.75,debit,Coffee Shops,95028-6611199
08/25/2019,Brunch Restaurant,39.43,debit,Restaurants,95028-6611199
08/26/2019,Hardware Store,66.75,debit,Home Improvement,95028-1307804
08/29/2019,Starbucks,3,debit,Coffee Shops,95028-6611199
08/30/2019,Starbucks,2.75,debit,Coffee Shops,95028-6611199
08/30/2019,Internet Service Provider,75,debit,Internet,95028-5949457
08/30/2019,Biweekly Paycheck,2250,credit,Paycheck,95028-5949457
08/30/2019,Starbucks,2.75,debit,Coffee Shops,95028-6611199
08/30/2019,Internet Service Provider,75,debit,Internet,95028-5949457
08/30/2019,Biweekly Paycheck,2250,credit,Paycheck,95028-5949457
08/30/2019,Starbucks,2.75,debit,Coffee Shops,95028-6611199
08/30/2019,Internet Service Provider,75,debit,Internet,95028-5949457
08/30/2019,Biweekly Paycheck,2250,credit,Paycheck,95028-5949457
08/31/2019,Hardware Store,68.04,debit,Home Improvement,95028-6611199
08/31/2019,BBQ Restaurant,41.78,debit,Restaurants,95028-1307804
08/31/2019,Hardware Store,68.04,debit,Home Improvement,95028-6611199
08/31/2019,BBQ Restaurant,41.78,debit,Restaurants,95028-1307804
